Generation,Heuristic (FCFS),Heuristic (EDD),Heuristic (SPT),Heuristic (LPT),Standard GA,GA-Tabu,FLC-GA,SSO,HFGA-TS
22,124888.99421523347,121607.4466483899,135400.6602867528,131889.87715159036,162678.2132373504,162678.2132373504,169793.06147025034,160561.136785742,169793.06147025034
23,124888.99421523347,121607.4466483899,135400.6602867528,131889.87715159036,162678.2132373504,162678.2132373504,169793.06147025034,160561.136785742,169793.06147025034
24,124888.99421523347,121607.4466483899,135400.6602867528,131889.87715159036,162480.66345388332,162480.66345388332,169793.06147025034,160561.136785742,169793.06147025034
25,124888.99421523347,121607.4466483899,135400.6602867528,131889.87715159036,162480.66345388332,162480.66345388332,169793.06147025034,160561.136785742,169793.06147025034
26,124888.99421523347,121607.4466483899,135400.6602867528,131889.87715159036,162039.62676621083,162039.62676621083,169793.06147025034,160561.136785742,169793.06147025034
27,124888.99421523347,121607.4466483899,135400.6602867528,131889.87715159036,162039.62676621083,162039.62676621083,169793.06147025034,158197.75344526066,169793.06147025034
28,124888.99421523347,121607.4466483899,135400.6602867528,131889.87715159036,162039.62676621083,162039.62676621083,169793.06147025034,158197.75344526066,169793.06147025034
29,124888.99421523347,121607.4466483899,135400.6602867528,131889.87715159036,162039.62676621083,162039.62676621083,169793.06147025034,158197.75344526066,169793.06147025034
30,124888.99421523347,121607.4466483899,135400.6602867528,131889.87715159036,161038.61459063017,161038.61459063017,169793.06147025034,158197.75344526066,169793.06147025034
31,124888.99421523347,121607.4466483899,135400.6602867528,131889.87715159036,161038.61459063017,161038.61459063017,169793.06147025034,158197.75344526066,169793.06147025034
32,124888.99421523347,121607.4466483899,135400.6602867528,131889.87715159036,161038.61459063017,161038.61459063017,167785.43382832283,156739.33213203755,167785.43382832283
33,124888.99421523347,121607.4466483899,135400.6602867528,131889.87715159036,161038.61459063017,161038.61459063017,167785.43382832283,156739.33213203755,167785.43382832283
34,124888.99421523347,121607.4466483899,135400.6602867528,131889.87715159036,161038.61459063017,161038.61459063017,167785.43382832283,156739.33213203755,167785.43382832283
35,124888.99421523347,121607.4466483899,135400.6602867528,131889.87715159036,161038.61459063017,161038.61459063017,167785.43382832283,156739.33213203755,167785.43382832283
36,124888.99421523347,121607.4466483899,135400.6602867528,131889.87715159036,161038.61459063017,161038.61459063017,167785.43382832283,156739.33213203755,167785.43382832283
37,124888.99421523347,121607.4466483899,135400.6602867528,131889.87715159036,161038.61459063017,161038.61459063017,167785.43382832283,156739.33213203755,167785.43382832283
38,124888.99421523347,121607.4466483899,135400.6602867528,131889.87715159036,161038.61459063017,161038.61459063017,165042.9685633126,156739.33213203755,165042.9685633126
39,124888.99421523347,121607.4466483899,135400.6602867528,131889.87715159036,161038.61459063017,161038.61459063017,165042.9685633126,156739.33213203755,165042.9685633126
40,124888.99421523347,121607.4466483899,135400.6602867528,131889.87715159036,161038.61459063017,161038.61459063017,165042.9685633126,156739.33213203755,165042.9685633126
41,124888.99421523347,121607.4466483899,135400.6602867528,131889.87715159036,160782.75403698935,160782.75403698935,165042.9685633126,156739.33213203755,165042.9685633126
42,124888.99421523347,121607.4466483899,135400.6602867528,131889.87715159036,160288.1644177239,160288.1644177239,165042.9685633126,156739.33213203755,165042.9685633126
43,124888.99421523347,121607.4466483899,135400.6602867528,131889.87715159036,160134.6495364358,160134.6495364358,165042.9685633126,156739.33213203755,165042.9685633126
44,124888.99421523347,121607.4466483899,135400.6602867528,131889.87715159036,158710.86935602676,158710.86935602676,165042.9685633126,156739.33213203755,165042.9685633126
45,124888.99421523347,121607.4466483899,135400.6602867528,131889.87715159036,158710.86935602676,158710.86935602676,165042.9685633126,156739.33213203755,165042.9685633126
46,124888.99421523347,121607.4466483899,135400.6602867528,131889.87715159036,158710.86935602676,158710.86935602676,165042.9685633126,156739.33213203755,165042.9685633126
47,124888.99421523347,121607.4466483899,135400.6602867528,131889.87715159036,158710.86935602676,158710.86935602676,165042.9685633126,156739.33213203755,165042.9685633126
48,124888.99421523347,121607.4466483899,135400.6602867528,131889.87715159036,158710.86935602676,158710.86935602676,164784.25175201902,156739.33213203755,164784.25175201902
49,124888.99421523347,121607.4466483899,135400.6602867528,131889.87715159036,156637.63878303012,156637.63878303012,164784.25175201902,156739.33213203755,164784.25175201902
50,124888.99421523347,121607.4466483899,135400.6602867528,131889.87715159036,156637.63878303012,156637.63878303012,164146.2598323685,155608.45515758803,164146.2598323685
