Generation,Heuristic (FCFS),Heuristic (EDD),Heuristic (SPT),Heuristic (LPT),Standard GA,GA-Tabu,FLC-GA,SSO,HFGA-TS
17,19290.722814615314,18983.56746695057,16998.093566593197,17515.542383769265,21839.989248251983,21839.989248251983,22436.139185846743,21871.454221264197,22436.139185846743
18,19290.722814615314,18983.56746695057,16998.093566593197,17515.542383769265,21839.989248251983,21839.989248251983,22436.139185846743,21871.454221264197,22436.139185846743
19,19290.722814615314,18983.56746695057,16998.093566593197,17515.542383769265,21839.989248251983,21839.989248251983,22436.139185846743,21871.454221264197,22436.139185846743
20,19290.722814615314,18983.56746695057,16998.093566593197,17515.542383769265,21839.989248251983,21839.989248251983,22436.139185846743,21871.454221264197,22436.139185846743
21,19290.722814615314,18983.56746695057,16998.093566593197,17515.542383769265,21839.989248251983,21839.989248251983,21981.912631526484,21871.454221264197,21981.912631526484
22,19290.722814615314,18983.56746695057,16998.093566593197,17515.542383769265,21839.989248251983,21839.989248251983,21981.912631526484,21871.454221264197,21981.912631526484
23,19290.722814615314,18983.56746695057,16998.093566593197,17515.542383769265,21839.989248251983,21839.989248251983,21981.912631526484,21871.454221264197,21981.912631526484
24,19290.722814615314,18983.56746695057,16998.093566593197,17515.542383769265,21408.537599719286,21408.537599719286,21981.912631526484,21871.454221264197,21981.912631526484
25,19290.722814615314,18983.56746695057,16998.093566593197,17515.542383769265,21408.537599719286,21408.537599719286,21981.912631526484,21871.454221264197,21981.912631526484
26,19290.722814615314,18983.56746695057,16998.093566593197,17515.542383769265,21408.537599719286,21408.537599719286,21981.912631526484,21871.454221264197,21981.912631526484
27,19290.722814615314,18983.56746695057,16998.093566593197,17515.542383769265,21408.537599719286,21408.537599719286,21981.912631526484,21871.454221264197,21981.912631526484
28,19290.722814615314,18983.56746695057,16998.093566593197,17515.542383769265,21408.537599719286,21408.537599719286,21981.912631526484,21866.773683322186,21981.912631526484
29,19290.722814615314,18983.56746695057,16998.093566593197,17515.542383769265,21408.537599719286,21408.537599719286,21981.912631526484,21866.773683322186,21981.912631526484
30,19290.722814615314,18983.56746695057,16998.093566593197,17515.542383769265,21408.537599719286,21408.537599719286,21981.912631526484,21866.773683322186,21981.912631526484
31,19290.722814615314,18983.56746695057,16998.093566593197,17515.542383769265,21408.537599719286,21408.537599719286,21981.912631526484,21866.773683322186,21981.912631526484
32,19290.722814615314,18983.56746695057,16998.093566593197,17515.542383769265,21408.537599719286,21408.537599719286,21981.912631526484,21787.045177872766,21981.912631526484
33,19290.722814615314,18983.56746695057,16998.093566593197,17515.542383769265,21408.537599719286,21408.537599719286,21981.912631526484,21787.045177872766,21981.912631526484
34,19290.722814615314,18983.56746695057,16998.093566593197,17515.542383769265,21408.537599719286,21408.537599719286,21981.912631526484,21688.72908421726,21981.912631526484
35,19290.722814615314,18983.56746695057,16998.093566593197,17515.542383769265,21408.537599719286,21408.537599719286,21981.912631526484,21688.72908421726,21981.912631526484
36,19290.722814615314,18983.56746695057,16998.093566593197,17515.542383769265,21408.537599719286,21408.537599719286,21981.912631526484,21688.72908421726,21981.912631526484
37,19290.722814615314,18983.56746695057,16998.093566593197,17515.542383769265,21408.537599719286,21408.537599719286,21981.912631526484,21688.72908421726,21981.912631526484
38,19290.722814615314,18983.56746695057,16998.093566593197,17515.542383769265,21408.537599719286,21408.537599719286,21981.912631526484,21688.72908421726,21981.912631526484
39,19290.722814615314,18983.56746695057,16998.093566593197,17515.542383769265,21408.537599719286,21408.537599719286,21981.912631526484,21688.72908421726,21981.912631526484
40,19290.722814615314,18983.56746695057,16998.093566593197,17515.542383769265,21408.537599719286,21408.537599719286,21981.912631526484,21688.72908421726,21981.912631526484
41,19290.722814615314,18983.56746695057,16998.093566593197,17515.542383769265,21025.13441660699,21025.13441660699,21981.912631526484,21688.72908421726,21981.912631526484
42,19290.722814615314,18983.56746695057,16998.093566593197,17515.542383769265,21025.13441660699,21025.13441660699,21981.912631526484,21688.72908421726,21981.912631526484
43,19290.722814615314,18983.56746695057,16998.093566593197,17515.542383769265,21025.13441660699,21025.13441660699,21981.912631526484,21688.72908421726,21981.912631526484
44,19290.722814615314,18983.56746695057,16998.093566593197,17515.542383769265,21025.13441660699,21025.13441660699,21981.912631526484,21654.239733625593,21981.912631526484
45,19290.722814615314,18983.56746695057,16998.093566593197,17515.542383769265,21025.13441660699,21025.13441660699,21981.912631526484,21650.7651262286,21981.912631526484
46,19290.722814615314,18983.56746695057,16998.093566593197,17515.542383769265,21025.13441660699,21025.13441660699,21981.912631526484,21650.7651262286,21981.912631526484
47,19290.722814615314,18983.56746695057,16998.093566593197,17515.542383769265,21025.13441660699,21025.13441660699,21981.912631526484,21650.7651262286,21981.912631526484
48,19290.722814615314,18983.56746695057,16998.093566593197,17515.542383769265,21025.13441660699,21025.13441660699,21981.912631526484,21650.7651262286,21981.912631526484
49,19290.722814615314,18983.56746695057,16998.093566593197,17515.542383769265,21025.13441660699,21025.13441660699,21981.912631526484,21650.7651262286,21981.912631526484
50,19290.722814615314,18983.56746695057,16998.093566593197,17515.542383769265,21025.13441660699,21025.13441660699,21981.912631526484,21650.7651262286,21981.912631526484
