Generation,Heuristic (FCFS),Heuristic (EDD),Heuristic (SPT),Heuristic (LPT),Standard GA,GA-Tabu,FLC-GA,SSO,HFGA-TS
48,14655.531109312737,15171.944999293166,17574.402951630804,17948.07486657659,19870.007699291087,19870.007699291087,21479.030577905898,20253.64257639739,20735.826083616994
49,14655.531109312737,15171.944999293166,17574.402951630804,17948.07486657659,19870.007699291087,19870.007699291087,21479.030577905898,20253.64257639739,20626.404293726526
50,14655.531109312737,15171.944999293166,17574.402951630804,17948.07486657659,19870.007699291087,19870.007699291087,21479.030577905898,20253.64257639739,20626.404293726526
51,14655.531109312737,15171.944999293166,17574.402951630804,17948.07486657659,19870.007699291087,19870.007699291087,21479.030577905898,20253.64257639739,20626.404293726526
52,14655.531109312737,15171.944999293166,17574.402951630804,17948.07486657659,19870.007699291087,19870.007699291087,21479.030577905898,20253.64257639739,20626.404293726526
53,14655.531109312737,15171.944999293166,17574.402951630804,17948.07486657659,19870.007699291087,19870.007699291087,21479.030577905898,20253.64257639739,20626.404293726526
54,14655.531109312737,15171.944999293166,17574.402951630804,17948.07486657659,19870.007699291087,19870.007699291087,21479.030577905898,20253.64257639739,20626.404293726526
55,14655.531109312737,15171.944999293166,17574.402951630804,17948.07486657659,19870.007699291087,19870.007699291087,21479.030577905898,20253.64257639739,20626.404293726526
56,14655.531109312737,15171.944999293166,17574.402951630804,17948.07486657659,19870.007699291087,19870.007699291087,21479.030577905898,20253.64257639739,20626.404293726526
57,14655.531109312737,15171.944999293166,17574.402951630804,17948.07486657659,19870.007699291087,19870.007699291087,21479.030577905898,20253.64257639739,20626.404293726526
58,14655.531109312737,15171.944999293166,17574.402951630804,17948.07486657659,19870.007699291087,19870.007699291087,21479.030577905898,20253.64257639739,20626.404293726526
59,14655.531109312737,15171.944999293166,17574.402951630804,17948.07486657659,19870.007699291087,19870.007699291087,21479.030577905898,20253.64257639739,20626.404293726526
60,14655.531109312737,15171.944999293166,17574.402951630804,17948.07486657659,19870.007699291087,19870.007699291087,21479.030577905898,20253.64257639739,20331.239287019678
61,14655.531109312737,15171.944999293166,17574.402951630804,17948.07486657659,19870.007699291087,19870.007699291087,21479.030577905898,20253.64257639739,20331.239287019678
62,14655.531109312737,15171.944999293166,17574.402951630804,17948.07486657659,19870.007699291087,19870.007699291087,21479.030577905898,20253.64257639739,20331.239287019678
63,14655.531109312737,15171.944999293166,17574.402951630804,17948.07486657659,19870.007699291087,19870.007699291087,21479.030577905898,20253.64257639739,20331.239287019678
64,14655.531109312737,15171.944999293166,17574.402951630804,17948.07486657659,19870.007699291087,19870.007699291087,21479.030577905898,20253.64257639739,20331.239287019678
65,14655.531109312737,15171.944999293166,17574.402951630804,17948.07486657659,19870.007699291087,19870.007699291087,21479.030577905898,20253.64257639739,20331.239287019678
66,14655.531109312737,15171.944999293166,17574.402951630804,17948.07486657659,19870.007699291087,19870.007699291087,21447.79388977147,20253.64257639739,20331.239287019678
67,14655.531109312737,15171.944999293166,17574.402951630804,17948.07486657659,19870.007699291087,19870.007699291087,21447.79388977147,20253.64257639739,20331.239287019678
68,14655.531109312737,15171.944999293166,17574.402951630804,17948.07486657659,19870.007699291087,19870.007699291087,21429.093068593596,20253.64257639739,20331.239287019678
69,14655.531109312737,15171.944999293166,17574.402951630804,17948.07486657659,19870.007699291087,19870.007699291087,20938.948529743662,20253.64257639739,20331.239287019678
70,14655.531109312737,15171.944999293166,17574.402951630804,17948.07486657659,19870.007699291087,19870.007699291087,20938.948529743662,20253.64257639739,20331.239287019678
71,14655.531109312737,15171.944999293166,17574.402951630804,17948.07486657659,19870.007699291087,19870.007699291087,20938.948529743662,20253.64257639739,20331.239287019678
72,14655.531109312737,15171.944999293166,17574.402951630804,17948.07486657659,19870.007699291087,19870.007699291087,20938.948529743662,20253.64257639739,20331.239287019678
73,14655.531109312737,15171.944999293166,17574.402951630804,17948.07486657659,19870.007699291087,19870.007699291087,20938.948529743662,20253.64257639739,20331.239287019678
74,14655.531109312737,15171.944999293166,17574.402951630804,17948.07486657659,19870.007699291087,19870.007699291087,20938.948529743662,20253.64257639739,20331.239287019678
75,14655.531109312737,15171.944999293166,17574.402951630804,17948.07486657659,19870.007699291087,19870.007699291087,20773.845201792712,20216.583670956188,20331.239287019678
76,14655.531109312737,15171.944999293166,17574.402951630804,17948.07486657659,19870.007699291087,19870.007699291087,20773.845201792712,19914.810136889922,20331.239287019678
77,14655.531109312737,15171.944999293166,17574.402951630804,17948.07486657659,19870.007699291087,19870.007699291087,20773.845201792712,19914.810136889922,20306.19237420062
78,14655.531109312737,15171.944999293166,17574.402951630804,17948.07486657659,19870.007699291087,19870.007699291087,20773.845201792712,19914.810136889922,20306.19237420062
79,14655.531109312737,15171.944999293166,17574.402951630804,17948.07486657659,19870.007699291087,19870.007699291087,20773.845201792712,19914.810136889922,20306.19237420062
80,14655.531109312737,15171.944999293166,17574.402951630804,17948.07486657659,19870.007699291087,19870.007699291087,20773.845201792712,19914.810136889922,20306.19237420062
81,14655.531109312737,15171.944999293166,17574.402951630804,17948.07486657659,19870.007699291087,19870.007699291087,20773.845201792712,19914.810136889922,19626.52509383543
82,14655.531109312737,15171.944999293166,17574.402951630804,17948.07486657659,19870.007699291087,19870.007699291087,20773.845201792712,19914.810136889922,19626.52509383543
83,14655.531109312737,15171.944999293166,17574.402951630804,17948.07486657659,19758.538883677546,19758.538883677546,20773.845201792712,19914.810136889922,19626.52509383543
84,14655.531109312737,15171.944999293166,17574.402951630804,17948.07486657659,19758.538883677546,19758.538883677546,20773.845201792712,19914.810136889922,19626.52509383543
85,14655.531109312737,15171.944999293166,17574.402951630804,17948.07486657659,19758.538883677546,19758.538883677546,20773.845201792712,19914.810136889922,19626.52509383543
86,14655.531109312737,15171.944999293166,17574.402951630804,17948.07486657659,19758.538883677546,19758.538883677546,20773.845201792712,19914.810136889922,19626.52509383543
87,14655.531109312737,15171.944999293166,17574.402951630804,17948.07486657659,19758.538883677546,19758.538883677546,20773.845201792712,19914.810136889922,19626.52509383543
88,14655.531109312737,15171.944999293166,17574.402951630804,17948.07486657659,19758.538883677546,19758.538883677546,20773.845201792712,19914.810136889922,19626.52509383543
89,14655.531109312737,15171.944999293166,17574.402951630804,17948.07486657659,19758.538883677546,19758.538883677546,20773.845201792712,19914.810136889922,19626.52509383543
90,14655.531109312737,15171.944999293166,17574.402951630804,17948.07486657659,19758.538883677546,19758.538883677546,20773.845201792712,19914.810136889922,19626.52509383543
91,14655.531109312737,15171.944999293166,17574.402951630804,17948.07486657659,19758.538883677546,19758.538883677546,20773.845201792712,19914.810136889922,19626.52509383543
92,14655.531109312737,15171.944999293166,17574.402951630804,17948.07486657659,19758.538883677546,19758.538883677546,20773.845201792712,19914.810136889922,19626.52509383543
93,14655.531109312737,15171.944999293166,17574.402951630804,17948.07486657659,19758.538883677546,19758.538883677546,20773.845201792712,19783.059086387188,19626.52509383543
94,14655.531109312737,15171.944999293166,17574.402951630804,17948.07486657659,19758.538883677546,19758.538883677546,20773.845201792712,19783.059086387188,19626.52509383543
95,14655.531109312737,15171.944999293166,17574.402951630804,17948.07486657659,19679.888370749642,19679.888370749642,20773.845201792712,19783.059086387188,19626.52509383543
96,14655.531109312737,15171.944999293166,17574.402951630804,17948.07486657659,19679.888370749642,19679.888370749642,20773.845201792712,19783.059086387188,19626.52509383543
97,14655.531109312737,15171.944999293166,17574.402951630804,17948.07486657659,19679.888370749642,19679.888370749642,20773.845201792712,19783.059086387188,19626.52509383543
98,14655.531109312737,15171.944999293166,17574.402951630804,17948.07486657659,19679.888370749642,19679.888370749642,20773.845201792712,19783.059086387188,19626.52509383543
99,14655.531109312737,15171.944999293166,17574.402951630804,17948.07486657659,19679.888370749642,19679.888370749642,20773.845201792712,19783.059086387188,19626.52509383543
100,14655.531109312737,15171.944999293166,17574.402951630804,17948.07486657659,19679.888370749642,19679.888370749642,20773.845201792712,19783.059086387188,19626.52509383543
101,14655.531109312737,15171.944999293166,17574.402951630804,17948.07486657659,19679.888370749642,19679.888370749642,20773.845201792712,19783.059086387188,19626.52509383543
102,14655.531109312737,15171.944999293166,17574.402951630804,17948.07486657659,19679.888370749642,19679.888370749642,20773.845201792712,19783.059086387188,19626.52509383543
103,14655.531109312737,15171.944999293166,17574.402951630804,17948.07486657659,19679.888370749642,19679.888370749642,20773.845201792712,19783.059086387188,19626.52509383543
104,14655.531109312737,15171.944999293166,17574.402951630804,17948.07486657659,19679.888370749642,19679.888370749642,20773.845201792712,19783.059086387188,19626.52509383543
105,14655.531109312737,15171.944999293166,17574.402951630804,17948.07486657659,19679.888370749642,19679.888370749642,20341.46859301017,19783.059086387188,19626.52509383543
106,14655.531109312737,15171.944999293166,17574.402951630804,17948.07486657659,19679.888370749642,19679.888370749642,20341.46859301017,19783.059086387188,19626.52509383543
107,14655.531109312737,15171.944999293166,17574.402951630804,17948.07486657659,19679.888370749642,19679.888370749642,20341.46859301017,19783.059086387188,19626.52509383543
108,14655.531109312737,15171.944999293166,17574.402951630804,17948.07486657659,19679.888370749642,19679.888370749642,20341.46859301017,19783.059086387188,19626.52509383543
109,14655.531109312737,15171.944999293166,17574.402951630804,17948.07486657659,19679.888370749642,19679.888370749642,20341.46859301017,19783.059086387188,19626.52509383543
110,14655.531109312737,15171.944999293166,17574.402951630804,17948.07486657659,19679.888370749642,19679.888370749642,20341.46859301017,19783.059086387188,19626.52509383543
111,14655.531109312737,15171.944999293166,17574.402951630804,17948.07486657659,19679.888370749642,19679.888370749642,20341.46859301017,19783.059086387188,19626.52509383543
112,14655.531109312737,15171.944999293166,17574.402951630804,17948.07486657659,19679.888370749642,19679.888370749642,20341.46859301017,19783.059086387188,19626.52509383543
113,14655.531109312737,15171.944999293166,17574.402951630804,17948.07486657659,19679.888370749642,19679.888370749642,20341.46859301017,19783.059086387188,19626.52509383543
114,14655.531109312737,15171.944999293166,17574.402951630804,17948.07486657659,19679.888370749642,19679.888370749642,20341.46859301017,19783.059086387188,19626.52509383543
115,14655.531109312737,15171.944999293166,17574.402951630804,17948.07486657659,19679.888370749642,19679.888370749642,20341.46859301017,19783.059086387188,19626.52509383543
116,14655.531109312737,15171.944999293166,17574.402951630804,17948.07486657659,19679.888370749642,19679.888370749642,20341.46859301017,19783.059086387188,19626.52509383543
117,14655.531109312737,15171.944999293166,17574.402951630804,17948.07486657659,19679.888370749642,19679.888370749642,20341.46859301017,19783.059086387188,19626.52509383543
118,14655.531109312737,15171.944999293166,17574.402951630804,17948.07486657659,19679.888370749642,19679.888370749642,20341.46859301017,19783.059086387188,19626.52509383543
119,14655.531109312737,15171.944999293166,17574.402951630804,17948.07486657659,19382.690570409806,19382.690570409806,20341.46859301017,19783.059086387188,19626.52509383543
120,14655.531109312737,15171.944999293166,17574.402951630804,17948.07486657659,19382.690570409806,19382.690570409806,20341.46859301017,19783.059086387188,19626.52509383543
121,14655.531109312737,15171.944999293166,17574.402951630804,17948.07486657659,19382.690570409806,19382.690570409806,20341.46859301017,19783.059086387188,19626.52509383543
122,14655.531109312737,15171.944999293166,17574.402951630804,17948.07486657659,19382.690570409806,19382.690570409806,20341.46859301017,19783.059086387188,19626.52509383543
123,14655.531109312737,15171.944999293166,17574.402951630804,17948.07486657659,19382.690570409806,19382.690570409806,20341.46859301017,19783.059086387188,19626.52509383543
124,14655.531109312737,15171.944999293166,17574.402951630804,17948.07486657659,19382.690570409806,19382.690570409806,20341.46859301017,19783.059086387188,19626.52509383543
125,14655.531109312737,15171.944999293166,17574.402951630804,17948.07486657659,19382.690570409806,19382.690570409806,20341.46859301017,19783.059086387188,19626.52509383543
126,14655.531109312737,15171.944999293166,17574.402951630804,17948.07486657659,19382.690570409806,19382.690570409806,20341.46859301017,19783.059086387188,19626.52509383543
127,14655.531109312737,15171.944999293166,17574.402951630804,17948.07486657659,19382.690570409806,19382.690570409806,20341.46859301017,19783.059086387188,19626.52509383543
128,14655.531109312737,15171.944999293166,17574.402951630804,17948.07486657659,19382.690570409806,19382.690570409806,20341.46859301017,19783.059086387188,19626.52509383543
129,14655.531109312737,15171.944999293166,17574.402951630804,17948.07486657659,19382.690570409806,19382.690570409806,20341.46859301017,19783.059086387188,19626.52509383543
130,14655.531109312737,15171.944999293166,17574.402951630804,17948.07486657659,19382.690570409806,19382.690570409806,20341.46859301017,19783.059086387188,19626.52509383543
131,14655.531109312737,15171.944999293166,17574.402951630804,17948.07486657659,19382.690570409806,19382.690570409806,20341.46859301017,19783.059086387188,19626.52509383543
132,14655.531109312737,15171.944999293166,17574.402951630804,17948.07486657659,19382.690570409806,19382.690570409806,20341.46859301017,19783.059086387188,19626.52509383543
133,14655.531109312737,15171.944999293166,17574.402951630804,17948.07486657659,19382.690570409806,19382.690570409806,20341.46859301017,19783.059086387188,19626.52509383543
134,14655.531109312737,15171.944999293166,17574.402951630804,17948.07486657659,19382.690570409806,19382.690570409806,20341.46859301017,19783.059086387188,19626.52509383543
135,14655.531109312737,15171.944999293166,17574.402951630804,17948.07486657659,19382.690570409806,19382.690570409806,20341.46859301017,19783.059086387188,19626.52509383543
136,14655.531109312737,15171.944999293166,17574.402951630804,17948.07486657659,19382.690570409806,19382.690570409806,20341.46859301017,19783.059086387188,19626.52509383543
137,14655.531109312737,15171.944999293166,17574.402951630804,17948.07486657659,19382.690570409806,19382.690570409806,20341.46859301017,19783.059086387188,19626.52509383543
138,14655.531109312737,15171.944999293166,17574.402951630804,17948.07486657659,19382.690570409806,19382.690570409806,20341.46859301017,19783.059086387188,19626.52509383543
139,14655.531109312737,15171.944999293166,17574.402951630804,17948.07486657659,19382.690570409806,19382.690570409806,20341.46859301017,19783.059086387188,19626.52509383543
140,14655.531109312737,15171.944999293166,17574.402951630804,17948.07486657659,19382.690570409806,19382.690570409806,20341.46859301017,19783.059086387188,19626.52509383543
141,14655.531109312737,15171.944999293166,17574.402951630804,17948.07486657659,19256.60786385519,19256.60786385519,20341.46859301017,19783.059086387188,19626.52509383543
142,14655.531109312737,15171.944999293166,17574.402951630804,17948.07486657659,19256.60786385519,19256.60786385519,20341.46859301017,19783.059086387188,19626.52509383543
143,14655.531109312737,15171.944999293166,17574.402951630804,17948.07486657659,19256.60786385519,19256.60786385519,20341.46859301017,19783.059086387188,19626.52509383543
144,14655.531109312737,15171.944999293166,17574.402951630804,17948.07486657659,19256.60786385519,19256.60786385519,20341.46859301017,19783.059086387188,19626.52509383543
145,14655.531109312737,15171.944999293166,17574.402951630804,17948.07486657659,19256.60786385519,19256.60786385519,20341.46859301017,19783.059086387188,19626.52509383543
146,14655.531109312737,15171.944999293166,17574.402951630804,17948.07486657659,19256.60786385519,19256.60786385519,20341.46859301017,19783.059086387188,19626.52509383543
147,14655.531109312737,15171.944999293166,17574.402951630804,17948.07486657659,19256.60786385519,19256.60786385519,20341.46859301017,19783.059086387188,19626.52509383543
148,14655.531109312737,15171.944999293166,17574.402951630804,17948.07486657659,19256.60786385519,19256.60786385519,20341.46859301017,19783.059086387188,19626.52509383543
149,14655.531109312737,15171.944999293166,17574.402951630804,17948.07486657659,19256.60786385519,19256.60786385519,20341.46859301017,19783.059086387188,19626.52509383543
150,14655.531109312737,15171.944999293166,17574.402951630804,17948.07486657659,19256.60786385519,19256.60786385519,20341.46859301017,19783.059086387188,19626.52509383543
151,14655.531109312737,15171.944999293166,17574.402951630804,17948.07486657659,19256.60786385519,19256.60786385519,20341.46859301017,19783.059086387188,19626.52509383543
152,14655.531109312737,15171.944999293166,17574.402951630804,17948.07486657659,19256.60786385519,19256.60786385519,20341.46859301017,19783.059086387188,19626.52509383543
153,14655.531109312737,15171.944999293166,17574.402951630804,17948.07486657659,19256.60786385519,19256.60786385519,20341.46859301017,19783.059086387188,19626.52509383543
154,14655.531109312737,15171.944999293166,17574.402951630804,17948.07486657659,19256.60786385519,19256.60786385519,20341.46859301017,19783.059086387188,19626.52509383543
155,14655.531109312737,15171.944999293166,17574.402951630804,17948.07486657659,19256.60786385519,19256.60786385519,20341.46859301017,19783.059086387188,19626.52509383543
156,14655.531109312737,15171.944999293166,17574.402951630804,17948.07486657659,19256.60786385519,19256.60786385519,20341.46859301017,19783.059086387188,19626.52509383543
157,14655.531109312737,15171.944999293166,17574.402951630804,17948.07486657659,19230.233048826834,19230.233048826834,20341.46859301017,19783.059086387188,19626.52509383543
158,14655.531109312737,15171.944999293166,17574.402951630804,17948.07486657659,19230.233048826834,19230.233048826834,20341.46859301017,19783.059086387188,19626.52509383543
159,14655.531109312737,15171.944999293166,17574.402951630804,17948.07486657659,19230.233048826834,19230.233048826834,20341.46859301017,19783.059086387188,19626.52509383543
160,14655.531109312737,15171.944999293166,17574.402951630804,17948.07486657659,19230.233048826834,19230.233048826834,20341.46859301017,19783.059086387188,19626.52509383543
161,14655.531109312737,15171.944999293166,17574.402951630804,17948.07486657659,19230.233048826834,19230.233048826834,20341.46859301017,19783.059086387188,19626.52509383543
162,14655.531109312737,15171.944999293166,17574.402951630804,17948.07486657659,19230.233048826834,19230.233048826834,20341.46859301017,19783.059086387188,19626.52509383543
163,14655.531109312737,15171.944999293166,17574.402951630804,17948.07486657659,19230.233048826834,19230.233048826834,20341.46859301017,19783.059086387188,19626.52509383543
164,14655.531109312737,15171.944999293166,17574.402951630804,17948.07486657659,19230.233048826834,19230.233048826834,20341.46859301017,19783.059086387188,19626.52509383543
165,14655.531109312737,15171.944999293166,17574.402951630804,17948.07486657659,19230.233048826834,19230.233048826834,20341.46859301017,19783.059086387188,19626.52509383543
166,14655.531109312737,15171.944999293166,17574.402951630804,17948.07486657659,19230.233048826834,19230.233048826834,20341.46859301017,19783.059086387188,19626.52509383543
167,14655.531109312737,15171.944999293166,17574.402951630804,17948.07486657659,19230.233048826834,19230.233048826834,20341.46859301017,19783.059086387188,19626.52509383543
168,14655.531109312737,15171.944999293166,17574.402951630804,17948.07486657659,19219.729668077132,19219.729668077132,20341.46859301017,19783.059086387188,19626.52509383543
169,14655.531109312737,15171.944999293166,17574.402951630804,17948.07486657659,19219.729668077132,19219.729668077132,20341.46859301017,19783.059086387188,19626.52509383543
170,14655.531109312737,15171.944999293166,17574.402951630804,17948.07486657659,19219.729668077132,19219.729668077132,20341.46859301017,19783.059086387188,19626.52509383543
171,14655.531109312737,15171.944999293166,17574.402951630804,17948.07486657659,19219.729668077132,19219.729668077132,20341.46859301017,19783.059086387188,19626.52509383543
172,14655.531109312737,15171.944999293166,17574.402951630804,17948.07486657659,19219.729668077132,19219.729668077132,20341.46859301017,19783.059086387188,19626.52509383543
173,14655.531109312737,15171.944999293166,17574.402951630804,17948.07486657659,19219.729668077132,19219.729668077132,20341.46859301017,19783.059086387188,19626.52509383543
174,14655.531109312737,15171.944999293166,17574.402951630804,17948.07486657659,19219.729668077132,19219.729668077132,20255.402946591224,19783.059086387188,19626.52509383543
175,14655.531109312737,15171.944999293166,17574.402951630804,17948.07486657659,19219.729668077132,19219.729668077132,20255.402946591224,19783.059086387188,19626.52509383543
176,14655.531109312737,15171.944999293166,17574.402951630804,17948.07486657659,19219.729668077132,19219.729668077132,20255.402946591224,19783.059086387188,19626.52509383543
177,14655.531109312737,15171.944999293166,17574.402951630804,17948.07486657659,19219.729668077132,19219.729668077132,20255.402946591224,19783.059086387188,19626.52509383543
178,14655.531109312737,15171.944999293166,17574.402951630804,17948.07486657659,19197.23598578588,19197.23598578588,20255.402946591224,19783.059086387188,19626.52509383543
179,14655.531109312737,15171.944999293166,17574.402951630804,17948.07486657659,19197.23598578588,19197.23598578588,20255.402946591224,19783.059086387188,19626.52509383543
180,14655.531109312737,15171.944999293166,17574.402951630804,17948.07486657659,19197.23598578588,19197.23598578588,20255.402946591224,19783.059086387188,19626.52509383543
181,14655.531109312737,15171.944999293166,17574.402951630804,17948.07486657659,19197.23598578588,19197.23598578588,20247.71548880362,19783.059086387188,18270.20314277609
182,14655.531109312737,15171.944999293166,17574.402951630804,17948.07486657659,19197.23598578588,19197.23598578588,20247.71548880362,19783.059086387188,18270.20314277609
183,14655.531109312737,15171.944999293166,17574.402951630804,17948.07486657659,19197.23598578588,19197.23598578588,20247.71548880362,19783.059086387188,18270.20314277609
184,14655.531109312737,15171.944999293166,17574.402951630804,17948.07486657659,19197.23598578588,19197.23598578588,20247.71548880362,19783.059086387188,18270.20314277609
185,14655.531109312737,15171.944999293166,17574.402951630804,17948.07486657659,19197.23598578588,19197.23598578588,20247.71548880362,19783.059086387188,18270.20314277609
186,14655.531109312737,15171.944999293166,17574.402951630804,17948.07486657659,19197.23598578588,19197.23598578588,20247.71548880362,19783.059086387188,18270.20314277609
187,14655.531109312737,15171.944999293166,17574.402951630804,17948.07486657659,19197.23598578588,19197.23598578588,20247.71548880362,19783.059086387188,18270.20314277609
