Generation,Heuristic (FCFS),Heuristic (EDD),Heuristic (SPT),Heuristic (LPT),Standard GA,GA-Tabu,FLC-GA,SSO,HFGA-TS
21,19290.722814615314,18983.56746695057,16998.093566593197,17515.542383769265,21189.559479678734,21527.920055335177,21321.277116144225,20025.562662309007,20896.273474810394
22,19290.722814615314,18983.56746695057,16998.093566593197,17515.542383769265,21189.559479678734,21527.920055335177,21321.277116144225,20025.562662309007,20896.273474810394
23,19290.722814615314,18983.56746695057,16998.093566593197,17515.542383769265,21189.559479678734,21527.920055335177,21321.277116144225,20025.562662309007,20896.273474810394
24,19290.722814615314,18983.56746695057,16998.093566593197,17515.542383769265,21189.559479678734,21527.920055335177,21321.277116144225,20025.562662309007,20896.273474810394
25,19290.722814615314,18983.56746695057,16998.093566593197,17515.542383769265,21189.559479678734,21527.920055335177,21321.277116144225,20025.562662309007,20896.273474810394
26,19290.722814615314,18983.56746695057,16998.093566593197,17515.542383769265,21189.559479678734,21527.920055335177,21321.277116144225,19804.01825427163,20896.273474810394
27,19290.722814615314,18983.56746695057,16998.093566593197,17515.542383769265,21189.559479678734,21527.920055335177,21321.277116144225,19804.01825427163,20896.273474810394
28,19290.722814615314,18983.56746695057,16998.093566593197,17515.542383769265,21189.559479678734,21527.920055335177,21321.277116144225,19804.01825427163,20896.273474810394
29,19290.722814615314,18983.56746695057,16998.093566593197,17515.542383769265,21189.559479678734,21477.62433338676,20871.857657871537,19804.01825427163,20896.273474810394
30,19290.722814615314,18983.56746695057,16998.093566593197,17515.542383769265,21189.559479678734,21477.62433338676,20871.857657871537,19027.47479808777,20896.273474810394
31,19290.722814615314,18983.56746695057,16998.093566593197,17515.542383769265,21189.559479678734,21477.62433338676,20871.857657871537,19027.47479808777,20896.273474810394
32,19290.722814615314,18983.56746695057,16998.093566593197,17515.542383769265,21189.559479678734,20949.6733065047,20871.857657871537,19027.47479808777,20896.273474810394
33,19290.722814615314,18983.56746695057,16998.093566593197,17515.542383769265,21189.559479678734,20949.6733065047,20871.857657871537,19027.47479808777,20896.273474810394
34,19290.722814615314,18983.56746695057,16998.093566593197,17515.542383769265,21189.559479678734,20949.6733065047,20871.857657871537,19027.47479808777,20896.273474810394
35,19290.722814615314,18983.56746695057,16998.093566593197,17515.542383769265,21189.559479678734,20949.6733065047,20871.857657871537,19027.47479808777,20896.273474810394
36,19290.722814615314,18983.56746695057,16998.093566593197,17515.542383769265,21189.559479678734,20949.6733065047,20871.857657871537,19027.47479808777,20896.273474810394
37,19290.722814615314,18983.56746695057,16998.093566593197,17515.542383769265,21189.559479678734,20949.6733065047,20871.857657871537,19027.47479808777,20896.273474810394
38,19290.722814615314,18983.56746695057,16998.093566593197,17515.542383769265,21189.559479678734,20949.6733065047,20871.857657871537,19027.47479808777,20896.273474810394
39,19290.722814615314,18983.56746695057,16998.093566593197,17515.542383769265,21189.559479678734,20949.6733065047,20871.857657871537,19027.47479808777,20896.273474810394
40,19290.722814615314,18983.56746695057,16998.093566593197,17515.542383769265,21189.559479678734,20949.6733065047,20871.857657871537,19027.47479808777,20896.273474810394
41,19290.722814615314,18983.56746695057,16998.093566593197,17515.542383769265,21189.559479678734,20949.6733065047,20871.857657871537,19027.47479808777,20896.273474810394
42,19290.722814615314,18983.56746695057,16998.093566593197,17515.542383769265,20992.770827739347,20949.6733065047,20871.857657871537,19027.47479808777,20896.273474810394
43,19290.722814615314,18983.56746695057,16998.093566593197,17515.542383769265,20992.770827739347,20949.6733065047,20871.857657871537,19027.47479808777,20896.273474810394
44,19290.722814615314,18983.56746695057,16998.093566593197,17515.542383769265,20992.770827739347,20949.6733065047,20871.857657871537,19027.47479808777,20896.273474810394
45,19290.722814615314,18983.56746695057,16998.093566593197,17515.542383769265,20992.770827739347,20949.6733065047,20871.857657871537,19027.47479808777,20896.273474810394
46,19290.722814615314,18983.56746695057,16998.093566593197,17515.542383769265,20992.770827739347,20949.6733065047,20871.857657871537,19027.47479808777,20896.273474810394
47,19290.722814615314,18983.56746695057,16998.093566593197,17515.542383769265,20992.770827739347,20949.6733065047,20871.857657871537,19027.47479808777,20896.273474810394
48,19290.722814615314,18983.56746695057,16998.093566593197,17515.542383769265,20992.770827739347,20949.6733065047,20871.857657871537,19027.47479808777,20164.969698763274
49,19290.722814615314,18983.56746695057,16998.093566593197,17515.542383769265,20677.68534360735,20949.6733065047,20871.857657871537,19027.47479808777,20164.969698763274
50,19290.722814615314,18983.56746695057,16998.093566593197,17515.542383769265,20530.141140701107,20949.6733065047,20871.857657871537,19027.47479808777,19973.582852174426
51,19290.722814615314,18983.56746695057,16998.093566593197,17515.542383769265,20530.141140701107,20949.6733065047,20871.857657871537,19027.47479808777,19973.582852174426
52,19290.722814615314,18983.56746695057,16998.093566593197,17515.542383769265,20530.141140701107,20949.6733065047,20871.857657871537,19027.47479808777,19973.582852174426
53,19290.722814615314,18983.56746695057,16998.093566593197,17515.542383769265,20530.141140701107,20949.6733065047,20871.857657871537,19027.47479808777,19973.582852174426
54,19290.722814615314,18983.56746695057,16998.093566593197,17515.542383769265,20496.00028165657,20949.6733065047,20871.857657871537,19027.47479808777,19973.582852174426
55,19290.722814615314,18983.56746695057,16998.093566593197,17515.542383769265,20306.525507084236,20949.6733065047,20871.857657871537,19027.47479808777,19973.582852174426
56,19290.722814615314,18983.56746695057,16998.093566593197,17515.542383769265,20306.525507084236,20949.6733065047,20871.857657871537,19027.47479808777,19973.582852174426
57,19290.722814615314,18983.56746695057,16998.093566593197,17515.542383769265,20306.525507084236,20949.6733065047,20871.857657871537,19027.47479808777,19973.582852174426
58,19290.722814615314,18983.56746695057,16998.093566593197,17515.542383769265,20306.525507084236,20949.6733065047,20871.857657871537,19027.47479808777,19973.582852174426
59,19290.722814615314,18983.56746695057,16998.093566593197,17515.542383769265,20306.525507084236,20949.6733065047,20871.857657871537,19027.47479808777,19973.582852174426
60,19290.722814615314,18983.56746695057,16998.093566593197,17515.542383769265,20306.525507084236,20949.6733065047,20871.857657871537,19027.47479808777,19973.582852174426
61,19290.722814615314,18983.56746695057,16998.093566593197,17515.542383769265,20306.525507084236,20949.6733065047,20871.857657871537,19027.47479808777,19973.582852174426
62,19290.722814615314,18983.56746695057,16998.093566593197,17515.542383769265,20306.525507084236,20949.6733065047,20871.857657871537,19027.47479808777,19973.582852174426
63,19290.722814615314,18983.56746695057,16998.093566593197,17515.542383769265,20306.525507084236,20949.6733065047,20871.857657871537,19027.47479808777,19973.582852174426
64,19290.722814615314,18983.56746695057,16998.093566593197,17515.542383769265,20306.525507084236,20949.6733065047,20871.857657871537,19027.47479808777,19973.582852174426
65,19290.722814615314,18983.56746695057,16998.093566593197,17515.542383769265,20306.525507084236,20949.6733065047,20871.857657871537,19027.47479808777,19973.582852174426
66,19290.722814615314,18983.56746695057,16998.093566593197,17515.542383769265,20306.525507084236,20949.6733065047,20871.857657871537,19027.47479808777,19973.582852174426
67,19290.722814615314,18983.56746695057,16998.093566593197,17515.542383769265,20306.525507084236,20949.6733065047,20871.857657871537,18188.560625923274,19973.582852174426
68,19290.722814615314,18983.56746695057,16998.093566593197,17515.542383769265,20306.525507084236,20837.163988286607,20871.857657871537,18188.560625923274,19973.582852174426
69,19290.722814615314,18983.56746695057,16998.093566593197,17515.542383769265,20297.398177589468,20837.163988286607,20871.857657871537,18188.560625923274,19973.582852174426
70,19290.722814615314,18983.56746695057,16998.093566593197,17515.542383769265,20297.398177589468,20837.163988286607,20871.857657871537,18188.560625923274,19973.582852174426
71,19290.722814615314,18983.56746695057,16998.093566593197,17515.542383769265,20297.398177589468,20837.163988286607,20871.857657871537,18188.560625923274,19973.582852174426
72,19290.722814615314,18983.56746695057,16998.093566593197,17515.542383769265,20297.398177589468,20837.163988286607,20871.857657871537,18188.560625923274,19973.582852174426
73,19290.722814615314,18983.56746695057,16998.093566593197,17515.542383769265,20297.398177589468,20837.163988286607,20871.857657871537,18188.560625923274,19973.582852174426
74,19290.722814615314,18983.56746695057,16998.093566593197,17515.542383769265,19461.847576980414,20837.163988286607,20871.857657871537,18188.560625923274,19973.582852174426
75,19290.722814615314,18983.56746695057,16998.093566593197,17515.542383769265,19461.847576980414,20837.163988286607,20871.857657871537,18188.560625923274,19973.582852174426
76,19290.722814615314,18983.56746695057,16998.093566593197,17515.542383769265,19461.847576980414,20837.163988286607,20871.857657871537,18188.560625923274,19973.582852174426
77,19290.722814615314,18983.56746695057,16998.093566593197,17515.542383769265,19461.847576980414,20837.163988286607,20871.857657871537,18188.560625923274,19973.582852174426
78,19290.722814615314,18983.56746695057,16998.093566593197,17515.542383769265,19461.847576980414,20837.163988286607,20871.857657871537,18188.560625923274,19973.582852174426
79,19290.722814615314,18983.56746695057,16998.093566593197,17515.542383769265,19461.847576980414,20837.163988286607,20871.857657871537,18188.560625923274,19973.582852174426
80,19290.722814615314,18983.56746695057,16998.093566593197,17515.542383769265,19461.847576980414,20837.163988286607,20871.857657871537,18188.560625923274,19973.582852174426
81,19290.722814615314,18983.56746695057,16998.093566593197,17515.542383769265,18558.953010422345,20837.163988286607,20871.857657871537,18188.560625923274,19973.582852174426
82,19290.722814615314,18983.56746695057,16998.093566593197,17515.542383769265,18558.953010422345,20837.163988286607,20871.857657871537,18188.560625923274,19973.582852174426
83,19290.722814615314,18983.56746695057,16998.093566593197,17515.542383769265,18558.953010422345,20837.163988286607,20871.857657871537,18188.560625923274,19973.582852174426
84,19290.722814615314,18983.56746695057,16998.093566593197,17515.542383769265,18558.953010422345,20837.163988286607,20871.857657871537,18188.560625923274,19973.582852174426
85,19290.722814615314,18983.56746695057,16998.093566593197,17515.542383769265,18558.953010422345,20837.163988286607,20871.857657871537,18188.560625923274,19973.582852174426
86,19290.722814615314,18983.56746695057,16998.093566593197,17515.542383769265,18558.953010422345,20837.163988286607,20871.857657871537,18188.560625923274,19973.582852174426
87,19290.722814615314,18983.56746695057,16998.093566593197,17515.542383769265,18558.953010422345,20837.163988286607,20871.857657871537,18188.560625923274,19973.582852174426
88,19290.722814615314,18983.56746695057,16998.093566593197,17515.542383769265,18558.953010422345,20837.163988286607,20703.97366164908,18188.560625923274,19973.582852174426
89,19290.722814615314,18983.56746695057,16998.093566593197,17515.542383769265,18558.953010422345,20837.163988286607,20703.97366164908,18188.560625923274,19973.582852174426
90,19290.722814615314,18983.56746695057,16998.093566593197,17515.542383769265,18558.953010422345,20837.163988286607,20703.97366164908,18188.560625923274,19973.582852174426
91,19290.722814615314,18983.56746695057,16998.093566593197,17515.542383769265,18558.953010422345,20837.163988286607,20703.97366164908,18188.560625923274,19973.582852174426
92,19290.722814615314,18983.56746695057,16998.093566593197,17515.542383769265,18558.953010422345,20837.163988286607,20703.97366164908,18188.560625923274,19973.582852174426
93,19290.722814615314,18983.56746695057,16998.093566593197,17515.542383769265,18558.953010422345,20837.163988286607,20703.97366164908,18188.560625923274,19973.582852174426
94,19290.722814615314,18983.56746695057,16998.093566593197,17515.542383769265,18558.953010422345,20837.163988286607,20703.97366164908,18188.560625923274,19973.582852174426
95,19290.722814615314,18983.56746695057,16998.093566593197,17515.542383769265,18558.953010422345,20837.163988286607,20703.97366164908,18188.560625923274,19973.582852174426
96,19290.722814615314,18983.56746695057,16998.093566593197,17515.542383769265,18558.953010422345,20837.163988286607,20703.97366164908,18188.560625923274,19973.582852174426
97,19290.722814615314,18983.56746695057,16998.093566593197,17515.542383769265,18558.953010422345,20837.163988286607,20703.97366164908,18188.560625923274,19973.582852174426
98,19290.722814615314,18983.56746695057,16998.093566593197,17515.542383769265,18558.953010422345,20837.163988286607,20703.97366164908,18188.560625923274,19973.582852174426
99,19290.722814615314,18983.56746695057,16998.093566593197,17515.542383769265,18558.953010422345,20837.163988286607,20703.97366164908,18188.560625923274,19973.582852174426
100,19290.722814615314,18983.56746695057,16998.093566593197,17515.542383769265,18558.953010422345,20837.163988286607,20703.97366164908,18188.560625923274,19973.582852174426
101,19290.722814615314,18983.56746695057,16998.093566593197,17515.542383769265,18558.953010422345,20837.163988286607,20703.97366164908,18188.560625923274,19973.582852174426
102,19290.722814615314,18983.56746695057,16998.093566593197,17515.542383769265,18558.953010422345,20837.163988286607,20703.97366164908,18188.560625923274,19973.582852174426
103,19290.722814615314,18983.56746695057,16998.093566593197,17515.542383769265,18558.953010422345,20837.163988286607,20703.97366164908,18188.560625923274,19973.582852174426
104,19290.722814615314,18983.56746695057,16998.093566593197,17515.542383769265,18558.953010422345,20837.163988286607,20703.97366164908,18188.560625923274,19973.582852174426
105,19290.722814615314,18983.56746695057,16998.093566593197,17515.542383769265,18558.953010422345,20837.163988286607,20703.97366164908,18188.560625923274,19973.582852174426
106,19290.722814615314,18983.56746695057,16998.093566593197,17515.542383769265,18558.953010422345,20837.163988286607,20703.97366164908,18188.560625923274,19973.582852174426
107,19290.722814615314,18983.56746695057,16998.093566593197,17515.542383769265,18558.953010422345,20837.163988286607,20703.97366164908,18188.560625923274,19973.582852174426
108,19290.722814615314,18983.56746695057,16998.093566593197,17515.542383769265,18558.953010422345,20837.163988286607,20703.97366164908,18188.560625923274,19973.582852174426
109,19290.722814615314,18983.56746695057,16998.093566593197,17515.542383769265,18558.953010422345,20837.163988286607,20703.97366164908,18188.560625923274,19973.582852174426
110,19290.722814615314,18983.56746695057,16998.093566593197,17515.542383769265,18558.953010422345,20837.163988286607,20703.97366164908,18188.560625923274,19973.582852174426
111,19290.722814615314,18983.56746695057,16998.093566593197,17515.542383769265,18558.953010422345,20837.163988286607,20703.97366164908,18188.560625923274,19973.582852174426
112,19290.722814615314,18983.56746695057,16998.093566593197,17515.542383769265,18558.953010422345,20837.163988286607,20703.97366164908,18188.560625923274,19789.709779662116
113,19290.722814615314,18983.56746695057,16998.093566593197,17515.542383769265,18558.953010422345,20837.163988286607,20703.97366164908,18188.560625923274,19789.709779662116
114,19290.722814615314,18983.56746695057,16998.093566593197,17515.542383769265,18558.953010422345,20837.163988286607,20703.97366164908,18188.560625923274,19789.709779662116
115,19290.722814615314,18983.56746695057,16998.093566593197,17515.542383769265,18558.953010422345,20837.163988286607,20703.97366164908,18188.560625923274,19789.709779662116
116,19290.722814615314,18983.56746695057,16998.093566593197,17515.542383769265,18558.953010422345,20837.163988286607,20703.97366164908,18188.560625923274,19789.709779662116
117,19290.722814615314,18983.56746695057,16998.093566593197,17515.542383769265,18558.953010422345,20837.163988286607,20703.97366164908,18188.560625923274,19789.709779662116
118,19290.722814615314,18983.56746695057,16998.093566593197,17515.542383769265,18558.953010422345,20366.771597040228,20703.97366164908,18188.560625923274,19789.709779662116
119,19290.722814615314,18983.56746695057,16998.093566593197,17515.542383769265,18558.953010422345,20366.771597040228,20703.97366164908,18188.560625923274,19789.709779662116
120,19290.722814615314,18983.56746695057,16998.093566593197,17515.542383769265,18558.953010422345,20366.771597040228,20703.97366164908,18188.560625923274,19789.709779662116
121,19290.722814615314,18983.56746695057,16998.093566593197,17515.542383769265,18558.953010422345,20366.771597040228,20703.97366164908,18188.560625923274,19789.709779662116
122,19290.722814615314,18983.56746695057,16998.093566593197,17515.542383769265,18558.953010422345,20366.771597040228,20703.97366164908,18188.560625923274,19789.709779662116
123,19290.722814615314,18983.56746695057,16998.093566593197,17515.542383769265,18558.953010422345,20366.771597040228,20703.97366164908,18188.560625923274,19789.709779662116
124,19290.722814615314,18983.56746695057,16998.093566593197,17515.542383769265,18558.953010422345,20366.771597040228,20703.97366164908,18188.560625923274,19789.709779662116
125,19290.722814615314,18983.56746695057,16998.093566593197,17515.542383769265,18558.953010422345,20366.771597040228,20703.97366164908,18188.560625923274,19789.709779662116
126,19290.722814615314,18983.56746695057,16998.093566593197,17515.542383769265,18558.953010422345,20366.771597040228,20703.97366164908,18188.560625923274,19789.709779662116
127,19290.722814615314,18983.56746695057,16998.093566593197,17515.542383769265,18558.953010422345,20366.771597040228,20703.97366164908,18188.560625923274,19789.709779662116
128,19290.722814615314,18983.56746695057,16998.093566593197,17515.542383769265,18558.953010422345,20366.771597040228,20703.97366164908,18188.560625923274,19789.709779662116
129,19290.722814615314,18983.56746695057,16998.093566593197,17515.542383769265,18558.953010422345,20366.771597040228,20703.97366164908,18188.560625923274,19789.709779662116
130,19290.722814615314,18983.56746695057,16998.093566593197,17515.542383769265,18558.953010422345,20366.771597040228,20703.97366164908,18188.560625923274,19756.968752158475
131,19290.722814615314,18983.56746695057,16998.093566593197,17515.542383769265,18558.953010422345,20366.771597040228,20703.97366164908,18188.560625923274,19756.968752158475
132,19290.722814615314,18983.56746695057,16998.093566593197,17515.542383769265,18558.953010422345,20366.771597040228,20703.97366164908,18188.560625923274,19756.968752158475
133,19290.722814615314,18983.56746695057,16998.093566593197,17515.542383769265,18558.953010422345,20366.771597040228,20703.97366164908,18188.560625923274,19756.968752158475
134,19290.722814615314,18983.56746695057,16998.093566593197,17515.542383769265,18558.953010422345,20366.771597040228,20703.97366164908,18188.560625923274,19756.968752158475
135,19290.722814615314,18983.56746695057,16998.093566593197,17515.542383769265,18558.953010422345,20366.771597040228,20703.97366164908,18188.560625923274,19756.968752158475
136,19290.722814615314,18983.56746695057,16998.093566593197,17515.542383769265,18558.953010422345,20366.771597040228,20703.97366164908,18188.560625923274,19756.968752158475
137,19290.722814615314,18983.56746695057,16998.093566593197,17515.542383769265,18558.953010422345,20366.771597040228,20703.97366164908,18188.560625923274,19756.968752158475
138,19290.722814615314,18983.56746695057,16998.093566593197,17515.542383769265,18558.953010422345,20366.771597040228,20703.97366164908,18188.560625923274,19756.968752158475
139,19290.722814615314,18983.56746695057,16998.093566593197,17515.542383769265,18558.953010422345,20366.771597040228,20703.97366164908,18188.560625923274,19756.968752158475
140,19290.722814615314,18983.56746695057,16998.093566593197,17515.542383769265,18558.953010422345,20366.771597040228,20703.97366164908,18188.560625923274,19756.968752158475
141,19290.722814615314,18983.56746695057,16998.093566593197,17515.542383769265,18558.953010422345,20366.771597040228,20703.97366164908,18188.560625923274,19756.968752158475
142,19290.722814615314,18983.56746695057,16998.093566593197,17515.542383769265,18558.953010422345,20366.771597040228,20703.97366164908,18188.560625923274,19756.968752158475
143,19290.722814615314,18983.56746695057,16998.093566593197,17515.542383769265,18558.953010422345,20366.771597040228,20703.97366164908,18188.560625923274,19756.968752158475
144,19290.722814615314,18983.56746695057,16998.093566593197,17515.542383769265,18558.953010422345,20366.771597040228,20024.89559151866,18188.560625923274,19756.968752158475
145,19290.722814615314,18983.56746695057,16998.093566593197,17515.542383769265,18558.953010422345,20366.771597040228,20024.89559151866,18188.560625923274,19756.968752158475
146,19290.722814615314,18983.56746695057,16998.093566593197,17515.542383769265,18558.953010422345,20366.771597040228,20024.89559151866,18188.560625923274,19756.968752158475
147,19290.722814615314,18983.56746695057,16998.093566593197,17515.542383769265,18558.953010422345,20061.217205447396,20024.89559151866,18188.560625923274,19756.968752158475
148,19290.722814615314,18983.56746695057,16998.093566593197,17515.542383769265,18558.953010422345,20061.217205447396,20024.89559151866,18188.560625923274,19756.968752158475
149,19290.722814615314,18983.56746695057,16998.093566593197,17515.542383769265,18558.953010422345,20061.217205447396,20024.89559151866,18188.560625923274,19756.968752158475
150,19290.722814615314,18983.56746695057,16998.093566593197,17515.542383769265,18558.953010422345,20061.217205447396,20024.89559151866,18188.560625923274,19756.968752158475
151,19290.722814615314,18983.56746695057,16998.093566593197,17515.542383769265,18558.953010422345,20061.217205447396,20024.89559151866,18188.560625923274,19756.968752158475
152,19290.722814615314,18983.56746695057,16998.093566593197,17515.542383769265,18558.953010422345,20061.217205447396,20024.89559151866,18188.560625923274,19756.968752158475
153,19290.722814615314,18983.56746695057,16998.093566593197,17515.542383769265,18558.953010422345,20061.217205447396,20024.89559151866,18188.560625923274,19756.968752158475
154,19290.722814615314,18983.56746695057,16998.093566593197,17515.542383769265,18558.953010422345,20061.217205447396,20024.89559151866,18188.560625923274,19756.968752158475
155,19290.722814615314,18983.56746695057,16998.093566593197,17515.542383769265,18558.953010422345,20061.217205447396,20024.89559151866,18188.560625923274,19756.968752158475
156,19290.722814615314,18983.56746695057,16998.093566593197,17515.542383769265,18558.953010422345,19784.366473778813,20024.89559151866,18188.560625923274,19756.968752158475
157,19290.722814615314,18983.56746695057,16998.093566593197,17515.542383769265,18558.953010422345,19784.366473778813,20024.89559151866,17744.43931921169,19756.968752158475
158,19290.722814615314,18983.56746695057,16998.093566593197,17515.542383769265,18558.953010422345,19784.366473778813,20024.89559151866,17744.43931921169,19756.968752158475
159,19290.722814615314,18983.56746695057,16998.093566593197,17515.542383769265,18558.953010422345,19784.366473778813,20024.89559151866,17744.43931921169,19756.968752158475
160,19290.722814615314,18983.56746695057,16998.093566593197,17515.542383769265,18558.953010422345,19784.366473778813,20024.89559151866,17744.43931921169,19756.968752158475
161,19290.722814615314,18983.56746695057,16998.093566593197,17515.542383769265,18558.953010422345,19784.366473778813,20024.89559151866,17744.43931921169,19756.968752158475
162,19290.722814615314,18983.56746695057,16998.093566593197,17515.542383769265,18558.953010422345,19784.366473778813,20024.89559151866,17744.43931921169,19756.968752158475
163,19290.722814615314,18983.56746695057,16998.093566593197,17515.542383769265,18558.953010422345,19784.366473778813,20024.89559151866,17744.43931921169,19756.968752158475
164,19290.722814615314,18983.56746695057,16998.093566593197,17515.542383769265,18558.953010422345,19784.366473778813,20024.89559151866,17744.43931921169,19756.968752158475
165,19290.722814615314,18983.56746695057,16998.093566593197,17515.542383769265,18558.953010422345,19784.366473778813,20024.89559151866,17744.43931921169,19593.236925649137
166,19290.722814615314,18983.56746695057,16998.093566593197,17515.542383769265,18558.953010422345,19784.366473778813,20024.89559151866,17744.43931921169,19593.236925649137
167,19290.722814615314,18983.56746695057,16998.093566593197,17515.542383769265,18558.953010422345,19784.366473778813,20024.89559151866,17744.43931921169,19593.236925649137
168,19290.722814615314,18983.56746695057,16998.093566593197,17515.542383769265,18558.953010422345,19784.366473778813,20024.89559151866,17744.43931921169,19593.236925649137
169,19290.722814615314,18983.56746695057,16998.093566593197,17515.542383769265,18558.953010422345,19253.93576780651,20024.89559151866,17744.43931921169,19593.236925649137
170,19290.722814615314,18983.56746695057,16998.093566593197,17515.542383769265,18558.953010422345,19253.93576780651,20024.89559151866,17744.43931921169,19593.236925649137
171,19290.722814615314,18983.56746695057,16998.093566593197,17515.542383769265,18558.953010422345,19253.93576780651,20024.89559151866,17744.43931921169,19593.236925649137
172,19290.722814615314,18983.56746695057,16998.093566593197,17515.542383769265,18558.953010422345,19253.93576780651,20024.89559151866,17744.43931921169,19593.236925649137
173,19290.722814615314,18983.56746695057,16998.093566593197,17515.542383769265,18558.953010422345,19253.93576780651,20024.89559151866,17744.43931921169,19593.236925649137
174,19290.722814615314,18983.56746695057,16998.093566593197,17515.542383769265,18558.953010422345,19253.93576780651,20024.89559151866,17744.43931921169,19593.236925649137
175,19290.722814615314,18983.56746695057,16998.093566593197,17515.542383769265,18558.953010422345,19253.93576780651,20024.89559151866,17744.43931921169,19593.236925649137
176,19290.722814615314,18983.56746695057,16998.093566593197,17515.542383769265,18558.953010422345,19253.93576780651,20024.89559151866,17744.43931921169,19593.236925649137
177,19290.722814615314,18983.56746695057,16998.093566593197,17515.542383769265,18558.953010422345,19253.93576780651,20024.89559151866,17744.43931921169,19593.236925649137
178,19290.722814615314,18983.56746695057,16998.093566593197,17515.542383769265,18558.953010422345,19253.93576780651,20024.89559151866,17744.43931921169,19593.236925649137
179,19290.722814615314,18983.56746695057,16998.093566593197,17515.542383769265,18558.953010422345,19253.93576780651,20024.89559151866,17744.43931921169,19593.236925649137
180,19290.722814615314,18983.56746695057,16998.093566593197,17515.542383769265,18558.953010422345,19253.93576780651,20024.89559151866,17744.43931921169,19593.236925649137
181,19290.722814615314,18983.56746695057,16998.093566593197,17515.542383769265,18558.953010422345,19253.93576780651,20024.89559151866,17744.43931921169,19593.236925649137
182,19290.722814615314,18983.56746695057,16998.093566593197,17515.542383769265,18558.953010422345,19253.93576780651,20024.89559151866,17744.43931921169,19593.236925649137
183,19290.722814615314,18983.56746695057,16998.093566593197,17515.542383769265,18558.953010422345,19253.93576780651,20024.89559151866,17744.43931921169,19593.236925649137
184,19290.722814615314,18983.56746695057,16998.093566593197,17515.542383769265,18558.953010422345,19253.93576780651,20024.89559151866,17744.43931921169,19593.236925649137
185,19290.722814615314,18983.56746695057,16998.093566593197,17515.542383769265,18558.953010422345,19253.93576780651,20024.89559151866,17744.43931921169,19593.236925649137
186,19290.722814615314,18983.56746695057,16998.093566593197,17515.542383769265,18558.953010422345,19253.93576780651,20024.89559151866,17744.43931921169,19593.236925649137
187,19290.722814615314,18983.56746695057,16998.093566593197,17515.542383769265,18558.953010422345,19253.93576780651,20024.89559151866,17744.43931921169,19593.236925649137
