Generation,Heuristic (FCFS),Heuristic (EDD),SSO,HFGA-TS
49,19290.722814615314,18983.56746695057,19849.75202043946,20911.14817750151
50,19290.722814615314,18983.56746695057,19849.75202043946,20911.14817750151
51,19290.722814615314,18983.56746695057,19849.75202043946,20911.14817750151
52,19290.722814615314,18983.56746695057,19849.75202043946,20911.14817750151
53,19290.722814615314,18983.56746695057,19849.75202043946,20911.14817750151
54,19290.722814615314,18983.56746695057,19849.75202043946,20911.14817750151
55,19290.722814615314,18983.56746695057,19849.75202043946,20911.14817750151
56,19290.722814615314,18983.56746695057,19849.75202043946,20911.14817750151
57,19290.722814615314,18983.56746695057,19849.75202043946,20911.14817750151
58,19290.722814615314,18983.56746695057,19849.75202043946,20911.14817750151
59,19290.722814615314,18983.56746695057,19849.75202043946,20911.14817750151
60,19290.722814615314,18983.56746695057,19849.75202043946,20911.14817750151
61,19290.722814615314,18983.56746695057,19849.75202043946,20911.14817750151
62,19290.722814615314,18983.56746695057,19849.75202043946,20911.14817750151
63,19290.722814615314,18983.56746695057,19284.544202967674,20911.14817750151
64,19290.722814615314,18983.56746695057,19284.544202967674,20911.14817750151
65,19290.722814615314,18983.56746695057,19284.544202967674,20911.14817750151
66,19290.722814615314,18983.56746695057,18713.278384277128,20911.14817750151
67,19290.722814615314,18983.56746695057,18713.278384277128,20911.14817750151
68,19290.722814615314,18983.56746695057,18713.278384277128,20911.14817750151
69,19290.722814615314,18983.56746695057,18713.278384277128,20911.14817750151
70,19290.722814615314,18983.56746695057,18713.278384277128,20911.14817750151
71,19290.722814615314,18983.56746695057,18713.278384277128,20911.14817750151
72,19290.722814615314,18983.56746695057,18713.278384277128,20911.14817750151
73,19290.722814615314,18983.56746695057,18713.278384277128,20911.14817750151
74,19290.722814615314,18983.56746695057,18713.278384277128,20911.14817750151
75,19290.722814615314,18983.56746695057,18713.278384277128,20911.14817750151
76,19290.722814615314,18983.56746695057,18713.278384277128,20911.14817750151
77,19290.722814615314,18983.56746695057,18713.278384277128,20911.14817750151
78,19290.722814615314,18983.56746695057,18713.278384277128,20911.14817750151
79,19290.722814615314,18983.56746695057,18713.278384277128,20911.14817750151
80,19290.722814615314,18983.56746695057,18713.278384277128,20911.14817750151
81,19290.722814615314,18983.56746695057,18713.278384277128,20911.14817750151
82,19290.722814615314,18983.56746695057,18713.278384277128,20911.14817750151
83,19290.722814615314,18983.56746695057,18713.278384277128,20911.14817750151
84,19290.722814615314,18983.56746695057,18713.278384277128,20911.14817750151
85,19290.722814615314,18983.56746695057,18713.278384277128,20911.14817750151
86,19290.722814615314,18983.56746695057,18713.278384277128,20911.14817750151
87,19290.722814615314,18983.56746695057,18713.278384277128,20911.14817750151
88,19290.722814615314,18983.56746695057,18713.278384277128,20911.14817750151
89,19290.722814615314,18983.56746695057,18713.278384277128,20911.14817750151
90,19290.722814615314,18983.56746695057,18713.278384277128,20911.14817750151
91,19290.722814615314,18983.56746695057,18713.278384277128,20911.14817750151
92,19290.722814615314,18983.56746695057,18713.278384277128,20911.14817750151
93,19290.722814615314,18983.56746695057,18713.278384277128,20911.14817750151
94,19290.722814615314,18983.56746695057,18713.278384277128,20911.14817750151
95,19290.722814615314,18983.56746695057,18713.278384277128,20911.14817750151
96,19290.722814615314,18983.56746695057,18713.278384277128,20911.14817750151
97,19290.722814615314,18983.56746695057,18713.278384277128,20911.14817750151
98,19290.722814615314,18983.56746695057,18713.278384277128,20911.14817750151
99,19290.722814615314,18983.56746695057,18713.278384277128,20911.14817750151
100,19290.722814615314,18983.56746695057,18422.83335666102,20911.14817750151
101,19290.722814615314,18983.56746695057,18422.83335666102,20911.14817750151
102,19290.722814615314,18983.56746695057,18422.83335666102,20911.14817750151
103,19290.722814615314,18983.56746695057,18422.83335666102,20911.14817750151
104,19290.722814615314,18983.56746695057,18422.83335666102,20911.14817750151
105,19290.722814615314,18983.56746695057,18422.83335666102,20911.14817750151
106,19290.722814615314,18983.56746695057,18422.83335666102,20911.14817750151
107,19290.722814615314,18983.56746695057,18422.83335666102,20911.14817750151
108,19290.722814615314,18983.56746695057,18422.83335666102,20911.14817750151
109,19290.722814615314,18983.56746695057,18422.83335666102,20911.14817750151
110,19290.722814615314,18983.56746695057,18422.83335666102,20911.14817750151
111,19290.722814615314,18983.56746695057,18422.83335666102,20911.14817750151
112,19290.722814615314,18983.56746695057,18422.83335666102,20911.14817750151
113,19290.722814615314,18983.56746695057,18422.83335666102,20911.14817750151
114,19290.722814615314,18983.56746695057,18422.83335666102,20911.14817750151
115,19290.722814615314,18983.56746695057,18422.83335666102,20911.14817750151
116,19290.722814615314,18983.56746695057,18422.83335666102,20911.14817750151
117,19290.722814615314,18983.56746695057,18422.83335666102,20911.14817750151
118,19290.722814615314,18983.56746695057,18422.83335666102,20911.14817750151
119,19290.722814615314,18983.56746695057,18422.83335666102,20911.14817750151
120,19290.722814615314,18983.56746695057,18422.83335666102,20911.14817750151
121,19290.722814615314,18983.56746695057,18422.83335666102,20911.14817750151
122,19290.722814615314,18983.56746695057,18422.83335666102,20911.14817750151
123,19290.722814615314,18983.56746695057,18422.83335666102,20911.14817750151
124,19290.722814615314,18983.56746695057,18422.83335666102,20911.14817750151
125,19290.722814615314,18983.56746695057,18422.83335666102,20911.14817750151
126,19290.722814615314,18983.56746695057,18422.83335666102,20911.14817750151
127,19290.722814615314,18983.56746695057,18422.83335666102,20911.14817750151
128,19290.722814615314,18983.56746695057,18422.83335666102,20911.14817750151
129,19290.722814615314,18983.56746695057,18422.83335666102,20911.14817750151
130,19290.722814615314,18983.56746695057,18422.83335666102,20911.14817750151
131,19290.722814615314,18983.56746695057,18422.83335666102,20911.14817750151
132,19290.722814615314,18983.56746695057,18422.83335666102,20911.14817750151
133,19290.722814615314,18983.56746695057,18422.83335666102,20911.14817750151
134,19290.722814615314,18983.56746695057,18422.83335666102,20911.14817750151
135,19290.722814615314,18983.56746695057,18422.83335666102,20911.14817750151
136,19290.722814615314,18983.56746695057,18422.83335666102,20911.14817750151
137,19290.722814615314,18983.56746695057,18422.83335666102,20911.14817750151
138,19290.722814615314,18983.56746695057,18422.83335666102,20911.14817750151
139,19290.722814615314,18983.56746695057,18422.83335666102,19537.503869306594
140,19290.722814615314,18983.56746695057,18422.83335666102,19537.503869306594
141,19290.722814615314,18983.56746695057,18422.83335666102,19537.503869306594
142,19290.722814615314,18983.56746695057,18422.83335666102,19537.503869306594
143,19290.722814615314,18983.56746695057,18422.83335666102,19537.503869306594
144,19290.722814615314,18983.56746695057,18422.83335666102,19537.503869306594
145,19290.722814615314,18983.56746695057,18422.83335666102,19537.503869306594
146,19290.722814615314,18983.56746695057,18422.83335666102,19537.503869306594
147,19290.722814615314,18983.56746695057,18422.83335666102,19537.503869306594
148,19290.722814615314,18983.56746695057,18422.83335666102,19537.503869306594
149,19290.722814615314,18983.56746695057,18422.83335666102,19537.503869306594
150,19290.722814615314,18983.56746695057,18422.83335666102,19537.503869306594
151,19290.722814615314,18983.56746695057,18422.83335666102,19537.503869306594
152,19290.722814615314,18983.56746695057,18422.83335666102,19537.503869306594
153,19290.722814615314,18983.56746695057,18422.83335666102,19537.503869306594
154,19290.722814615314,18983.56746695057,18422.83335666102,19537.503869306594
155,19290.722814615314,18983.56746695057,18422.83335666102,19537.503869306594
156,19290.722814615314,18983.56746695057,18422.83335666102,19537.503869306594
157,19290.722814615314,18983.56746695057,18422.83335666102,19537.503869306594
158,19290.722814615314,18983.56746695057,18422.83335666102,19537.503869306594
159,19290.722814615314,18983.56746695057,18422.83335666102,19537.503869306594
160,19290.722814615314,18983.56746695057,18422.83335666102,19537.503869306594
161,19290.722814615314,18983.56746695057,18422.83335666102,19537.503869306594
162,19290.722814615314,18983.56746695057,18422.83335666102,19537.503869306594
163,19290.722814615314,18983.56746695057,18422.83335666102,19537.503869306594
164,19290.722814615314,18983.56746695057,18422.83335666102,19537.503869306594
165,19290.722814615314,18983.56746695057,18422.83335666102,19537.503869306594
166,19290.722814615314,18983.56746695057,18422.83335666102,19537.503869306594
167,19290.722814615314,18983.56746695057,18422.83335666102,19537.503869306594
168,19290.722814615314,18983.56746695057,18422.83335666102,19537.503869306594
169,19290.722814615314,18983.56746695057,18422.83335666102,19537.503869306594
170,19290.722814615314,18983.56746695057,18422.83335666102,19537.503869306594
171,19290.722814615314,18983.56746695057,18422.83335666102,19537.503869306594
172,19290.722814615314,18983.56746695057,18422.83335666102,19537.503869306594
173,19290.722814615314,18983.56746695057,18422.83335666102,19537.503869306594
174,19290.722814615314,18983.56746695057,18422.83335666102,19537.503869306594
175,19290.722814615314,18983.56746695057,18422.83335666102,19537.503869306594
176,19290.722814615314,18983.56746695057,18422.83335666102,19537.503869306594
177,19290.722814615314,18983.56746695057,18422.83335666102,19537.503869306594
178,19290.722814615314,18983.56746695057,18422.83335666102,19537.503869306594
179,19290.722814615314,18983.56746695057,18422.83335666102,19537.503869306594
180,19290.722814615314,18983.56746695057,18422.83335666102,19537.503869306594
181,19290.722814615314,18983.56746695057,18422.83335666102,19537.503869306594
182,19290.722814615314,18983.56746695057,18422.83335666102,19537.503869306594
183,19290.722814615314,18983.56746695057,18422.83335666102,19537.503869306594
184,19290.722814615314,18983.56746695057,18422.83335666102,19537.503869306594
185,19290.722814615314,18983.56746695057,18422.83335666102,19537.503869306594
186,19290.722814615314,18983.56746695057,18422.83335666102,19537.503869306594
187,19290.722814615314,18983.56746695057,18422.83335666102,19537.503869306594
188,19290.722814615314,18983.56746695057,18422.83335666102,19537.503869306594
189,19290.722814615314,18983.56746695057,18422.83335666102,19537.503869306594
190,19290.722814615314,18983.56746695057,18422.83335666102,19537.503869306594
191,19290.722814615314,18983.56746695057,18422.83335666102,19537.503869306594
192,19290.722814615314,18983.56746695057,18422.83335666102,19537.503869306594
193,19290.722814615314,18983.56746695057,18422.83335666102,19537.503869306594
194,19290.722814615314,18983.56746695057,18422.83335666102,19537.503869306594
195,19290.722814615314,18983.56746695057,18422.83335666102,19537.503869306594
196,19290.722814615314,18983.56746695057,18422.83335666102,19537.503869306594
197,19290.722814615314,18983.56746695057,18422.83335666102,19537.503869306594
198,19290.722814615314,18983.56746695057,18422.83335666102,19537.503869306594
199,19290.722814615314,18983.56746695057,18422.83335666102,19537.503869306594
200,19290.722814615314,18983.56746695057,18422.83335666102,19537.503869306594
201,19290.722814615314,18983.56746695057,18422.83335666102,19537.503869306594
202,19290.722814615314,18983.56746695057,18422.83335666102,19537.503869306594
203,19290.722814615314,18983.56746695057,18422.83335666102,19537.503869306594
204,19290.722814615314,18983.56746695057,18422.83335666102,19537.503869306594
205,19290.722814615314,18983.56746695057,18422.83335666102,19537.503869306594
206,19290.722814615314,18983.56746695057,18422.83335666102,19537.503869306594
207,19290.722814615314,18983.56746695057,18422.83335666102,19537.503869306594
208,19290.722814615314,18983.56746695057,18422.83335666102,19537.503869306594
209,19290.722814615314,18983.56746695057,18422.83335666102,19537.503869306594
210,19290.722814615314,18983.56746695057,18422.83335666102,19537.503869306594
211,19290.722814615314,18983.56746695057,18422.83335666102,19537.503869306594
212,19290.722814615314,18983.56746695057,18422.83335666102,19537.503869306594
213,19290.722814615314,18983.56746695057,18422.83335666102,19537.503869306594
214,19290.722814615314,18983.56746695057,18422.83335666102,19537.503869306594
215,19290.722814615314,18983.56746695057,18422.83335666102,19537.503869306594
216,19290.722814615314,18983.56746695057,18422.83335666102,19537.503869306594
217,19290.722814615314,18983.56746695057,18422.83335666102,19537.503869306594
218,19290.722814615314,18983.56746695057,18422.83335666102,19537.503869306594
219,19290.722814615314,18983.56746695057,18422.83335666102,19537.503869306594
220,19290.722814615314,18983.56746695057,18422.83335666102,19537.503869306594
221,19290.722814615314,18983.56746695057,18422.83335666102,19537.503869306594
222,19290.722814615314,18983.56746695057,18422.83335666102,19537.503869306594
223,19290.722814615314,18983.56746695057,18422.83335666102,19537.503869306594
224,19290.722814615314,18983.56746695057,18422.83335666102,19537.503869306594
225,19290.722814615314,18983.56746695057,18422.83335666102,19537.503869306594
226,19290.722814615314,18983.56746695057,18422.83335666102,19537.503869306594
227,19290.722814615314,18983.56746695057,18422.83335666102,19537.503869306594
228,19290.722814615314,18983.56746695057,18422.83335666102,19537.503869306594
229,19290.722814615314,18983.56746695057,18422.83335666102,19537.503869306594
230,19290.722814615314,18983.56746695057,18422.83335666102,19537.503869306594
231,19290.722814615314,18983.56746695057,18422.83335666102,19537.503869306594
232,19290.722814615314,18983.56746695057,18422.83335666102,19537.503869306594
233,19290.722814615314,18983.56746695057,18422.83335666102,19537.503869306594
234,19290.722814615314,18983.56746695057,18422.83335666102,19537.503869306594
235,19290.722814615314,18983.56746695057,18422.83335666102,19537.503869306594
236,19290.722814615314,18983.56746695057,18422.83335666102,19537.503869306594
237,19290.722814615314,18983.56746695057,18422.83335666102,19537.503869306594
238,19290.722814615314,18983.56746695057,18422.83335666102,19537.503869306594
239,19290.722814615314,18983.56746695057,18422.83335666102,18978.503542897768
240,19290.722814615314,18983.56746695057,18422.83335666102,18978.503542897768
241,19290.722814615314,18983.56746695057,18422.83335666102,18978.503542897768
242,19290.722814615314,18983.56746695057,18422.83335666102,18978.503542897768
243,19290.722814615314,18983.56746695057,18422.83335666102,18978.503542897768
244,19290.722814615314,18983.56746695057,18422.83335666102,18978.503542897768
245,19290.722814615314,18983.56746695057,18422.83335666102,18978.503542897768
246,19290.722814615314,18983.56746695057,18422.83335666102,18978.503542897768
247,19290.722814615314,18983.56746695057,18422.83335666102,18978.503542897768
248,19290.722814615314,18983.56746695057,18422.83335666102,18978.503542897768
249,19290.722814615314,18983.56746695057,18422.83335666102,18978.503542897768
250,19290.722814615314,18983.56746695057,18422.83335666102,18978.503542897768
251,19290.722814615314,18983.56746695057,18422.83335666102,18978.503542897768
252,19290.722814615314,18983.56746695057,18422.83335666102,18978.503542897768
253,19290.722814615314,18983.56746695057,18422.83335666102,18978.503542897768
254,19290.722814615314,18983.56746695057,18422.83335666102,18978.503542897768
