Batch_ID,Job_ID,Workstation_ID,Machine_ID,Start_Time,End_Time,Setup_Time,Setup_Cost,Waiting_Time
J6_B93,6,2,1,58581.89077826669,58743.71353656823,0.0,0.0,0.0
J6_B93,6,3,0,65155.22301807559,65367.44311831012,14.151604891827347,21.22740733774102,6387.357876615526
J6_B93,6,4,0,67415.0234472151,67690.83165103733,4.044860481162315,6.067290721743473,2033.535468423819
J5_B71,5,0,0,58485.44697802973,58689.76862908642,4.431155812733614,6.646733719100421,57883.89271646611
J5_B71,5,1,0,58704.086457752404,58808.410578742354,4.317828665985739,6.476742998978608,0.0
J5_B71,5,2,2,63177.56009480174,63424.794696948986,16.453537246879407,24.68030587031911,4342.695978812502
J5_B71,5,3,1,63448.94630184081,63744.65940771055,14.151604891827347,21.22740733774102,0.0
J5_B71,5,4,1,63758.70426819171,63949.96895832802,4.044860481162315,6.067290721743473,0.0
J5_B77,5,0,0,58689.76862908642,58894.09028014312,0.0,0.0,58092.64552333553
J5_B77,5,1,0,58904.09028014312,59008.41440113307,0.0,0.0,0.0
J5_B77,5,2,2,63424.794696948986,63672.02929909623,0.0,0.0,4406.380295815914
J5_B77,5,3,1,63744.65940771055,64040.37251358028,0.0,0.0,62.63010861431394
J5_B77,5,4,1,64050.37251358028,64241.63720371659,0.0,0.0,0.0
J4_B150,4,0,1,51768.661149040796,51864.4087572659,4.431155812733614,6.646733719100421,50712.22247320964
J4_B150,4,1,0,59017.648528564154,59104.05409295904,9.234127431080275,13.851191146620412,7134.0056438671745
J4_B150,4,2,0,59130.507630205924,59245.40155046593,16.453537246879407,24.68030587031911,0.0
J4_B150,4,3,0,65381.594723201946,65471.486103276744,14.151604891827347,21.22740733774102,6112.041567844186
J4_B150,4,4,0,67694.8765115185,67797.58037932869,4.044860481162315,6.067290721743473,2209.345547760582
J5_B104,5,0,0,58894.09028014312,59098.41193119982,0.0,0.0,58296.96717439223
J5_B104,5,1,0,59117.646058630904,59221.970179620854,9.234127431080275,13.851191146620412,0.0
J5_B104,5,2,2,63672.02929909623,63919.26390124348,0.0,0.0,4440.05911947538
J5_B104,5,3,1,64040.37251358028,64336.085619450016,0.0,0.0,111.10861233680043
J5_B104,5,4,1,64346.085619450016,64537.35030958633,0.0,0.0,0.0
J4_B233,4,0,1,51864.4087572659,51960.156365491,0.0,0.0,50812.40123724747
J4_B233,4,1,1,51974.47419415698,52060.87975855187,4.317828665985739,6.476742998978608,0.0
J4_B233,4,2,1,58760.167073815115,58875.060994075124,16.453537246879407,24.68030587031911,6672.833778016364
J4_B233,4,3,1,64339.905568373586,64429.796948448384,3.819948923572631,5.729923385358946,5451.024625374892
J4_B233,4,4,1,64553.291828142166,64655.99569595236,15.941518555840272,23.912277833760406,97.55336113794328
J5_B63,5,0,0,59098.41193119982,59302.73358225652,0.0,0.0,58501.28882544893
J5_B63,5,1,0,59312.73358225652,59417.05770324647,0.0,0.0,0.0
J5_B63,5,2,2,63919.26390124348,64166.49850339073,0.0,0.0,4492.206197997009
J5_B63,5,3,1,64433.616897371954,64729.33000324169,3.819948923572631,5.729923385358946,253.29844505765504
J5_B63,5,4,1,64755.27152179753,64946.53621193384,15.941518555840272,23.912277833760406,0.0
J5_B222,5,0,0,59302.73358225652,59404.89440778487,0.0,0.0,58705.61047650563
J5_B222,5,1,0,59417.05770324647,59469.21976374145,0.0,0.0,2.1632954615997733
J5_B222,5,2,2,64166.49850339073,64290.11580446435,0.0,0.0,4687.278739649279
J5_B222,5,3,0,65475.306052200314,65623.16260513518,3.819948923572631,5.729923385358946,1171.3702988123914
J5_B222,5,4,0,67813.52189788454,67909.15424295269,15.941518555840272,23.912277833760406,2164.4177741935127
J5_B81,5,0,0,59404.89440778487,59609.21605884157,0.0,0.0,58807.77130203398
J5_B81,5,1,0,59619.21605884157,59723.54017983152,0.0,0.0,0.0
J5_B81,5,2,2,64290.11580446435,64537.3504066116,0.0,0.0,4556.575624632831
J5_B81,5,3,0,65623.16260513518,65918.87571100492,0.0,0.0,1075.8121985235775
J5_B81,5,4,0,67909.15424295269,68100.41893308901,0.0,0.0,1980.2785319477698
J4_B120,4,0,1,51960.156365491,52151.65158194121,0.0,0.0,50908.14884547257
J4_B120,4,1,0,59732.7743072626,59905.58543605238,9.234127431080275,13.851191146620412,7561.888597890313
J4_B120,4,2,0,59915.58543605238,60145.37327657239,0.0,0.0,0.0
J4_B120,4,3,0,65922.69565992849,66102.47842007809,3.819948923572631,5.729923385358946,5763.502434432528
J4_B120,4,4,0,68116.36045164485,68321.76818726525,15.941518555840272,23.912277833760406,1987.9405130109226
J5_B143,5,0,0,59609.21605884157,59711.37688436992,0.0,0.0,59012.09295309068
J5_B143,5,1,0,59914.81956348346,59966.98162397844,9.234127431080275,13.851191146620412,184.20855168245907
J5_B143,5,2,2,64537.3504066116,64660.967707685224,0.0,0.0,4560.368782633159
J5_B143,5,3,0,66106.29836900166,66254.15492193653,3.819948923572631,5.729923385358946,1431.510712392861
J5_B143,5,4,0,68337.7097058211,68433.34205088925,15.941518555840272,23.912277833760406,2057.6132653287204
J1_B163,1,0,0,59711.700403457704,59786.328352639815,0.3235190877837617,0.48527863167564256,58788.39630725006
J1_B163,1,1,0,59976.21575140952,60043.657890082846,9.234127431080275,13.851191146620412,170.65327133862593
J1_B163,1,2,0,60152.875315778154,60242.6047573419,7.5020392057608305,11.253058808641246,91.71538648954447
J1_B163,1,3,0,66257.9748708601,66328.62169730062,3.819948923572631,5.729923385358946,6001.550164594628
J1_B163,1,4,0,68449.28356944509,68560.74559974193,15.941518555840272,23.912277833760406,2094.720353588622
